112	Green Energy 	Bangalore 	karnataka	Mr. Babu	99480002992			#N/A		
113	Green Fuel Supplies Pvt Ltd	Bangalore 	karnataka	Mr. Deepak 	9845004988	deepak@greenfuel.co.in	29AADCV0598G1ZZ	Cottage No 4, Bangalore Palace, Vasanth Nagar,	 Bangalore	560052
114	Green Hitech Solutions	Erode	Tamil Nadu	 Prabhakar :	8883391879	greenhitechsolutions@gmail.com ;  greenhitechsolutionsofc@gmail.com	33EQZPS8038B1ZA	No. 16/1, Bangaru Nagar, Opp Vellalar Engineering college , Thendal, 	Erode	638 012
115	Green Life Solutions Pvt. Ltd.,	Nagpur	Maharashtra	Jayant Karankar : 	9225332013	pneha23@gmail.com	27AAECG7182J2Z7	Green Life Solutions Pvt. Ltd.,Plot No.-36, Atrey layout,Pratap Nagar,	 Nagpur, Maharashtra	440022
116	Green Power System	Calicut 	Kerala	Mr. Thomas : 	9847784999, 7510766999	info@greenpowersys.com	32BTZPP8379Q1Z5	Green Power System ,  No. 26 / 99F, National Building, Kallittanada Mailambadi Road,, Govindapuram Post, 	Kozhikode	673 016
117	Gurucharan Power Solutions	Aurangabad 	Maharashtra	Ramanand Kashyap	 9503485558 & 8999405107	gurucharanpower@gmail.com.	27AAQFG4733J1ZZ	Mr. Ramanand Kashyap , Gurucharan Power Solutions , A/4-12, Tirupati Garden, Tapdiya Nagar,  , Darga Road, Shanurwadi, 9503485558 & 8999405107	 Aurangabad, Maharashtra	431 005
118	GMR Solar			Mr. Ramesh	9043048653			#N/A		
119	Hct Sun ( India) Pvt Ltd	Pune	Maharashtra	PRIYANKA YADAV  : 	 91 7208930453	amol@hct.solar	27AAECH0364H1ZQ	Hct Sun ( India) Pvt Ltd, L&T Seawoods Grand Central,Tower 1, 10th floor,Office 138, Sector 40, Nerul,	Navi Mumbai, Maharashtra	400706
120	Helios Services	Hyderabad	Telangana	Mr.Kiran -	9849070064	"	kiran@thehelios.in"	36AAHFH8993C1Z1	Helios Services ,  Plot No 37, UBI Colony,, Road No 3, Banjara Hills, 	Hyderabad, Telangana, India, 	500034
121	Hemant Chemicals	Jalgaon	Maharashtra	Mr. Swapnil Cell:	0257- 2238763, 9370171647	info@hemantchemicals.com	27AABFH4349G1ZG	67, NAVI PETH OPP. OLD BUS STAND, , PH. 0257- 2238763	JALGAON, Maharashtra	425 001
122	HERS  Home Need Shop	Auroville	Tamil Nadu	Tulasi	0413-2623406	hers@auroville.org.in	33AAATA0037BXZV	HERS, Kottakarai, 	Auroville	605101
123	Hyde source solar	Bangalore 	Karnataka	Mr. Prathik	9380781216	prathik@hydesource.com		#N/A		
124	Ideal Solar	Tirupur	Tamil Nadu	Mr. Venkatasubramaniam. M; Augustin Rajasekar D	9944455780; 9003595780	sales@idealsolarsolutions.in		Mr. Venkatasubramaniam. M , Ideal Solar Solutions , No.46/60, Sadayappan Koil Street , Union Mill Street Extn, Valipalayam , 9894055780 & 9944455780	Tirupur	 641 601
125	Illume Industries	Chennai 	Tamil Nadu	Vignesh Sekaran	70920 00307	vignesh.illuminei@gmail.com		Illumine Industries Private Limited,	 Chennai	
126	India Battery Service	Coimbatore	Tamil Nadu	Mr. Akshay Parekh	9894472602	ibsibs@rediffmail.com	33ARMPA1178Q1ZH	195, Rangai Gowder Street, 	Coimbatore, 	641001
127	INDIIAAN SUN PROJECTS AND ELECTRIC WORK	Gondia	Maharashtra	Mr.Aditya - 	8087709227	"	info@indiansun.in"	27BZYPB0758G1Z1	INDIIAAN SUN PROJECTS AND ELECTRIC WORK ,  Near TV Reality Center,Ganesh Nagar, Gondia,	 Gondia, Maharashtra, India	441601
128	IndusAssist Private Limited	Haryana	Haryana	Mr. Aman Gupta	9729210008	md@indusassist.com	29AAECI3535P1Z1	IndusAssist Private Limited ,  No 92, 2nd C Main, RHCH Layout, Annapoorneshwari Nagar,	 Bengalore	560091
129	Insolare Energy Pvt Ltd	Mumbai	Maharashtra	Sudhakar, Mob- 	9821664213	chandrashekar@insolare.com	 29AABC19750P1ZR	ASK Towers, 5th Floor AECS Layout, Kundanahalli, 	Bangalore	560037
130	Insolate Solar Pvt Ltd	Faridabad	Haryana	Bharat	9810217892		06AAECI1563K1ZJ	Insolate Solar Pvt Ltd, Plot No 73, New DLF Industrial Area,	 Faridabad, Haryana	121003
131	Isha Solar  Energies,	Mangalore	Karnataka	Robin Rajesh	9074355231	"	robin.rajesh@gmail.com"	29AHAPR9184P1ZA	Isha Solar  Energies, ,  No - 439,1 St Main Road, Pailayout,	Bangalore	560016
132	Jaipur Tuffen Glass Industries Pvt Ltd	Jaipur	Rajasthan	 Cont: Mr.Saurabh Sethi - 7014545283	7014545283	saurabhsethi@soleden.in	08AADCJ2204M1ZN	Jaipur Tuffen Glass Industries Pvt Ltd, E-2285 (c), Ramchandrapura Industrial, Area Sitapura Extension, Goner Road,	 Jaipur, Rajasthan	302022
133	Jas Ecoenergy Solutions INC	Bangalore 	Karnataka	NA	9663563195	jasecoenergy@gmail.com	29BZSPA4838A1ZB	No 66, 4th cross, Govinayakanahalli, kumaraswamy layout, 2nd stage	Bangalore 	560078
134	Jighisol Systems Pvt Limited	Kukatpally	Telangana	Mr. Arrunav	   8977111277, 9618900227	arrunav@jighisol.com	36AADCJ7980J1Z1	LIG-142,, Balajinagar, Kukatpally, 	Hyderabad	500072
135	JP Solar	Kanchipuram	Tamil Nadu	Mr.Shanmuganathan - 9176008564	Mr.Shanmuganathan - 9176008564	dasanp.jps@gmail.com	33AALFJ9316M2ZW	JP Solar ,  464-1A Sirunkundram Road, Sirunkundram Village, Sirunkundram, Kanchipuram District, 	Tamilnadu	603108
136	Jubilant Consulttech.	Cochin	Kerala	Capt Francis: 	98463 44995	jubilantconsulttech@gmail.com	32AAPPF8433R1Z4	Jubilant Consulttech. Franco Enclave P T Jacob Road, South Moolamkuzhi, 	Cochin, Kerala	682507
137	Jugal Tube Pvt Ltd	Gujarat	Gujarat	Mr. Vimal Lamba	8527137400	"	jtplsolar@gmail.com"	24AAACJ6148D1ZW	Jugal Tube Pvt Ltd ,  Shed No. A2/56 , GIDC, Killa Pardi,, Dist. Valsad 	Gujarat	396125
138	KABRA ENTERPRISES	Raxaul 	Bihar	Vishnu Kabra	9431032150	vishnurxl@gmail.com	10AQOPK4172F1Z2	Kabra Enterprises, Shree Ram Path, Koiriya Tola, Raxaul,	Bihar	845305
139	Indu Sukedo Shegokar	Bhuldhana	Maharashtra	Mr. Avinash : 	9960609258	avinashsshegokar@gmail.com		#N/A		
140	Kaizen Energy	Hyderabad	Telangana	Mr. Pavan   	9963413105	kaizen.pbc@gmail.com		Office Address: 8-7-178/27, swarnadhama nagar, Old Bowenpally,	 Hyderabad, Telangana, INDIA.	500 011
141	Kalinda Solar Pvt Ltd	Karnal	Haryana	Mr.Ajeet Singh  	8529373805		06AAGCK6750L1Z6	Mr.Ajeet Singh ,Kalinda Solar Pvt Ltd ,Sco 22, Urban Estate,Sector 13, Karnal, 8529373805 , ,	Haryana 	132001
142	Kalinga Kommercials	Bhuvaneshwar	Odissa	sanjai tawan	9937007399	sd@kalingasolar.com	21AANPD9614Q1ZC	Mr.Sanjay Dhawan , Kalinga Kommercials , 23, Shubham Market, Ram Mandir Sqaure, 9937007399	Bhubaneswar	751001
143	Kankaria Solar Systems	Jodhpur	Rajasthan	Rakesh  	98290 24513	uttamrakesh@gmail.com	08AGIPK6999C1ZX	Kankaria Solar Systems, Kankaria Building, First A Road, Sardarpura,Jodhpur - 	Rajasthan	342003
144	Kaval Power Private Limited	Bangalore 	Karnataka	Mr. Ashish   	9535300288	ank@kavalgroup.com	29AAFCK9564M1ZN	No.  10 Pipeline Road, 	Bengaluru	560057
145	Kaytom Energy Private Limited	Kerala	Kerala	NA	9633159523	kaytomenergy@gmail.com	32AAGCK2770C1ZY	Kaytom Energy Private Limited, TC 6-3412, Floor-, Koodu Buildings,Kochullur Junction,	 Thiruvananthapuram	695011
146	Keystone Centre	Kothagiri	Tamil Nadu	Mr. Wilfred	9443747782	kf.keystone-foundation.org	URP	Groves Hill Road,, P.B No.35,	Kotagiri, Nilgiris.	643217
147	KKN Energy Private Limited	Chennai 	Tamil Nadu	Shakir -	7550081547	shakir@kknenergy.com	33AAFCK6574R1ZS	KKN Energy  Private Limited, Vridhi  D2, No. 45, 1st Main Road,Raja Annamalaipuram, 	Chennai	600028
148	KONDAAS AUTOMATION PVT LTD.,	Coimbatore	Tamil Nadu	uma	9244414441, 9894066529	"	uma@kondaas.com,
purchasekondaas@gmail.com"	33AAACK7337F1ZR	Branch: 5-B, Sri Alamelu Nagar, Kamarajar Road, 	Coimbatore, Tamil Nadu. 	
149	Koushith Solutions	Devangere 	Karnataka	Mr. Santosh Jain	9060331047	"	koushithsolutionsdvg@gmail.com"	29AGAPJ3772G1ZD	Mr.Santosh Jain ,Koushith Solutions , Mahaveer Road, Behind Jain Temple,  ,Mandipet, Davanagere, India ,8217463204	Davangere, Karnataka.	577001
150	Kovvai Auto Power	Coimbatore	Tamil Nadu	Mr. Akshay Parekh	9894472602	"	ibsibs@rediffmail.com"	33AEFPP5969L1ZV	Kovvai Auto Power ,  No.195, R.G.STREET, 	Coimbatore	641001
151	KRAFTWORK SOLAR PVT LTD	Kochi	Kerala	Karthik.S,	9446810999, 0484-2707228	info@kraftworksolar.com	32AABCK9840J1ZF	29/2862. ‘ADITHYA’, NEAR GANDHI SQ., POONITHURA,	Kochi	682038
152	Krannich Solar Pvt. Ltd	Pune	Maharashtra	Pavan Naigandhi 	7287045788 /7263946206	info@@in.krennich-solar.com 	27AAHCK3327Q1Z0	Krannich Solar Pvt Ltd, Gate No. 516, At Post Wagholi, Opp- To Vijay Warehousing, Katakewadi.Tal. , Haveli, Dist -	 Pune, Maharashtra	412297
153	KRIPA AGENCIES	Trivandram	Kerala	Mr. Bijesh	6238 585 155	Skysolintl@gmail.com	32BYBPS2619M1Z9	KRIPA AGENCIES, A100, Kanaka Nagar Vellayambalam, 	Trivandrum, Kerala	695010
154	KYRA PHOTON TECH PVT. LTD - TN	THIRUPUR	Tamil Nadu	 Vijay Antony    9940090198,	 Selvam/9840995741	kyraphoton@gmail.com; venkat.balaji@kyraphoton.com	33AADCE5584D2ZS	Mr. Venkat Balaji , Kyraphoton , No. 104, Kamakshi Residency, , Main Road,Sheela Nagar ,  , 9790923111	Visakhapatnam	 530 012
155	Laxminarayan Solar Systems	Jalgaon	Maharashtra	Swapnil	9370171647	info@hemantchemicals.com	27AABFH4349G1ZG	Laxminarayan Solar Systems, 67, NAVI PETH OPP.,   OLD BUS STAND,	 JALGAON, Maharastra	425 001
156	Karmasukom Energy LLP	Bhiwandi	Maharashtra	Mr. Karan	9833718047	karan@karmasukom-energy.co.in	27AAOFK5061B1ZF	Karmasukom Energy LLP ,  Unity 12, C/8, Bhumi Industrial, Pimplas, Vehele, 	Thane	421301
157	Lesol Solar LLP	Kannur	Kerala	Rimna	6235 323 231/98467 55004	info@mylesol.com	32AAHFL3153E1ZR	Lesol Solar LLP ,  OPP DINESH BHAVAN, S N PARK ROAD, P O PAYYAMBALAM,, 	KANNUR, Kerala	670001
158	Lizy Jose	Trissur	Kerala	NA	NA	NA	URP	Lizy Jose ,  Pulikkan House, 	Thrissur, Kerala	680651
159	Luma Systems	Kotayam	Kerala	Mr. Abraham Kuruvilla	9447356661	info@lumasystems.in	32CDHPK3649D1ZS	Abraham Kuruvilla , Luma Systems , Thadathil Building , Vakathanam PO, 9447356661	 Kottayam, Kerala	686538
160	Lune Technology	Chennai 	Tamil Nadu	Mr Prakash	99529 46295	sales@lunetechnology.in	33CIVPP4019D1Z6	Lune Technology, No.35/9, East Vanniyar Street, West K K Nagar, 	Chennai	600078
161	Madhav Vidya Niketan	Amristar	Punjab	Kedar Nath	9888029503	seskochi.19@gmail.com	URP	Distt Court A Block, Ranjit AVN Amritsar, 	Punjab	143 001
162	Mahalaxmi Enterprises	Jalgaon	Maharashtra	 Ratansingh Rajput	9766155861	enterprisesmahalaxmi088@gmail.com	27DJJPP0010C1ZR	Mahalaxmi Enterprises ,  Gut No. 118/1/1A, Plot No. 19, House No. 2, Ahuja Nagar, Nimkhedi Shiwar, 	Jalgaon, Maharashtra	425001
163	Manorama Singh	Pondicherry	Pondicherry	Manorama Singh	NA		URP	Manorama Singh, Lawspet, 	Pondicherry	605008
164	Maruthi Solar	Bangalore 	Karnataka	Mr. Nayak	9980140804	info@maruthisolar.com		#N/A		
165	Mathirmandir	Auroville	Tamil Nadu	Puthiyaraj 9384037091	9384037091		URP	Mathirmandir,	 auroville	605101
166	Milani Touchlife Solar Energy Pvt Ltd	Chandigargh	Maharashtra	Ms Rooma – 7307258097	7307258097	"	operationmilani@gmail.com"	04AALCM8006E1ZP	Milani Touchlife Solar Energy Pvt Ltd ,  Sco 53-54-55 Sector 17D, THIRD FLOOR SECTOR-17D, 	Chandigarh	160017
167	MITTAL GLOBAL COT INDUSTRIES	Madhyapradesh	Madhya Pradhesh	Darshan : 8855042498	8855042498	Mittalkht@gmail.com	23AAVFM4593M1ZG	MITTAL GLOBAL COT INDUSTRIES ,  Pansemal Road Khetia Dist, 	Barwani(M.P)	451881
168	Moopens Energy Services LLP	Cochin	Kerala	Mr.Suhail - 9946788884	9946788884	ceo.office@sunsenz.in	32ABGFM5237J1Z9	Moopens Energy Services LLP, 65/1098, ST Sebastian Road,	Kaloor, Kerala, India.	682017
169	Morning MeadowsV	Thrissur	Kerala	Ziyad - 	9207338027	Morningmedows@gmail.com	32AERPC2955B1ZV	Morning MeadowsV ,  Vaisyam Complex, Wadakkanchery Road,, Kechery,	 Thrissur, Kerala	680501
170	NavAlt Solar & Electric Boats Pvt. Ltd	Cochin	Kerala	Prajod; Sangeet	9947333783; 81380 26545		32AAECN5227B1Z1	NavAlt Solar & Electric Boats Pvt. Ltd ,  1st Floor,Building No:298/B1,, University Road,CUSAT PO,	 Kochi, Kerala, India	682022
171	Lightning Power Control	Coimbatore	Tamil Nadu	V. BALAJI	9790923111	kyraphoton@gmail.com	34CILPS7913R1Z9	Lightning Power Control ,  No. 23, Veeraiya Street, Vazhudavur Road,, 	Puducherry 	605 009
172	Network  Techlab (I) Pvt Ltd	Mumbai	Maharashtra	Sachin, Praveen	9167730533	"	pravin@netlabindia.com,
sachin.khamkar@netlabindia.com"	27AABCN2665A1ZT	Network  Techlab (I) Pvt Ltd ,  41, Sarvodaya Industrial Estate , Opp. Paper Box,, Off. Mahakali Caves Road , Andheri East, 	Mumbai, Maharashtra.	400093
173	New Creation	Kolkata	West Bengal	Sagar Sharma	9674735960	sagarmalsharma2@gmail.com	19AAHFN2507L1Z2	3A Regent Park, Mr. Sagar Sharma, Cell: 9674735960	 Kolkata	700040
174	Lion Energy (insolare)	vizag	Andra Pradesh	Mr. Sairam	9841669755			#N/A		
175	Liv solar			Mr. Lokesh	9945459316			#N/A		
176	NEW VENTURE RENEWABLE ENERGY	Bangalore 	Karnataka	Niranjan	6360 671 683	sales@newventurerenewableenergy.com	29BRNPR4895R1Z7	NEW VENTURE RENEWABLE ENERGY ,  Third FLOOR, No.1648, Opp. ROYAL COUNTY,, BDA Layout 8th, 	Bangalore, Karnataka	560 083
177	Nimesh Energy Solutions Private Limited	Bhopal 	Madhya Pradhesh	Mr. Ashish Vishway, 8871966627	Mr. Ashish Vishway, 8871966627	info@sunencore.com	23AAECN9610J1ZG	Nimesh Energy Solutions Pvt. Ltd., MIG 18, Bharhut Nagar, Satna,	 Madhya Pradesh	4850001
178	Nlite Energy Solutions LLP	Mangalore	Karnataka	Jeethan Castelino	9886970537	info@nliteenergy.com	29AARFN2447F1ZX	Jeethan Castelino , Nlite Energy , Tripthi complex,Adjacent to Taj motor, ,  Kankanady by Pass Road , 9886970537	Mangalore, Karnataka	575002
179	Nolly	Auroville	Tamil Nadu	Nolly	NA	 nolly@auroville.org.in	URP	Nolly, Samasti, 	Auroville	 605 101
180	Northern Light Energy	Somwar Peth,, Pune	Maharashtra	 Aditya Bhandari 	9049296783	aditya@northernlightenergy.in	27BSNPB7343D1ZT	Mr. Aditya Bhandari , Northern Light Energy , G1 Kamala Heights, , 433/D, Somwar Peth,  9049296783	Pune, IN , Maharashtra	411 001
181	NRG Technologists Pvt Ltd	Baroda	Gujarat	Mr. Chaitanya Yadri	9824652624	cyardi@nrgtechnologists.com	24AABCN8993K1ZV	NRG Technologists Pvt Ltd ,  No. 989/6 GIDC Makarpura, 	Vadodara 	390010
182	Nurture sustainable technologies	Calicut 	Kerala	Mr Sajad	9544193778	sajad@nurturetechnologies.in	32AAQFN2340A1ZT	24-1130U, VK Tower,Mankavu,	Calicut, Kerala	673 007
183	Omnipresent Solar	Pune	Maharashtra	Mr. Gaurav	9762320007			#N/A		
184	Onyx Siri Technologies	Hyderabad	Telangana	 Ms. Shirisha Polu	9000855655	sales@onyxsiri.com	36CGTPP8177J1ZB	Onyx Siri Technologies ,  2-2-1165/1/2, Tilak nagar,	Hyderabad, Telangana State	500044
185	Oorjan Cleantech Pvt Ltd	Maharashtra	Maharashtra	 Ashish Gupta-8000420229 & Saurabh- 9045757618	9004286285, 9987034594	sanjana@oorjan.com,;anagha@oorjan.com,;accounts@oorjan.com,;gautam@oorjan.com,; shreyas@oorjan.com	27AACCO0718N1ZA	710 Eco star, Vishehswar road, Goregaon( E ), 	Mumbai, Maharashtra	400063
186	Orb Energy Private Limited	Bellary  	Karnataka 	Madan Kumar S R,	9900092186	sr.madan@orbenergy.com	29AAACO8596J1ZO	Orb Energy Private Limited, No. 95 Digital Park Road,2nd Stage, Yeshawanthapura,	Bengaluru, Karnadaka, India	560 022
187	Ornate Agencies Pvt Ltd	New Delhi	New Delhi	Mr. Arvind Jain	9940270057	arvind.jain@ornatesolar.com	07AAACO2237Q1Z6	Ornate Agencies Pvt Ltd, G-14. Arunachal Building, Barakhambaa Road,	New Delhi	110001
188	Park Guest House	Pondicherry	Pondicherry	Mr. Decashish Patnai	9344941999		34AAATS2408L1ZJ	Park Guest House, Sri Aurobindo Ashram Trust, 1, Goubert Avenue ( Beach Road), 	Puducherry	605 001
189	Parry Enterprises India Limited	Chennai 	Tamil Nadu	 Arunkumar N	8056008624	ArunkumarN@corp.murugappa.com 	33AAACP3643D1ZX	Door No 200A, Madhavaram High Road, Madhavaram, 	Chennai, Tamilnadu	600060
190	Pathashaala (PCFL-KFI).	Thirukazhukundram, Kanchipuram	Tamil Nadu	Uma Iyer	7299938920/7299938910	gopinathmanikandan@hotmail.com	33AAATK0397G1ZS	Elimchampet Village, Tirukazhukundram Taluk,	 Kanchipuram District, Tamilnadu,	603 405
191	Penta Solarex Pvt Ltd	Bharatpur	Rajasthan	Mr. Lokesh -Prakhar	9782879765	prakhar@pentasolarex.com	08AACCP1486C1ZL	Penta Solarex Pvt Ltd ,  Ground Floor, R - 20, Shree Dham,, Yudhishter Marg,C- Scheme, 	Jaipur	302005
192	Pixon Green Energy Pvt Ltd	Rajkot 	Gujarat	Ms. Neha Mishra	9079637697	neha.mishra@pixonenergy.in	24AAKCP9148H1Z2	RS No 157/1, 158/1, 158/2, 165/1, 166, Of Khijadiya Nana, RS No 15/1 of Depaliya, Rajkot - Jamnagar , Padadhari.Rajkot,	Gujarat	360110
193	Next Gen Green Solar			Mr. Hemant Parikh	9867381952	info@next-gengroup.com		#N/A		
194	PN Automation and Energy Solutions	Maharashtra	Maharashtra	Himanshu Ingale	9518798020	pnaes@outlook.com	27AAUFP5446P1Z6	PN Automation and Energy Solutions ,  No. 14, Nakshtra, Pratap Nagar,	Jalgaon	425001
195	Polaar Tex	Tirupur	Tamil Nadu	Vinoth	7373727276	polaartexoffice@gmail.com	33AFOPP6530R1ZP	No.7, V.K.R. Thottam 1st Street, Bss Road, 	Tirupur, Tamilnadu	641 601
196	Powerect Systems	Trivandram	Kerala	surjit	81299 98126	uniqpower@yahoo.co.in	32AAOFP8350Q1ZI	Powerect Systems ,  Gongotri  GRAC257, First Floor,, Guruji Road, Kuruvikadu, Vattiyurkavu, 	Trivandrum 	695013
197	Power-Up Solar	Bikaner	Rajasthan	Mr Bhuvnesh	9672579346		08CYQPA0416C1ZW	Power-Up Solar, Barah Guwad Chowk, Behind Mahadev Temple,	 Bikaner, Rajasthan	334001
198	Prabhatkiran Sustainable Energy Pvt Ltd	Jalna	Maharashtra	Mayur	9423844451	accounts@prabhatkiranenergy.com	27AAJCP3301K1ZF	Mr. Mayur , Prabhatkiran Sustainable Energy Pvt Ltd , 'Vidhata' Priyadarshani Colony , Sambhaji Nagar , Jalna - 431 203, 9423844451	Jalna, Maharashtra	431 203
199	Prana Renewable Energy Pvt Ltd	Thirivanandhapuram	Kerala	Vinay 	7560807160	vinay@pranasolar.com	32AAICP9506F1ZH	 446-D, Bapuji Nagar, Pongummoodu Medical College, 	Thiruvavananthapuram, Kerala	695011
200	Prasiddhi solar Pvt ltd	Bangalore 	Karnataka	Mr Krishna-  9008231732	9008231732	krishnakumarashetty@prasiddhisolar.com	29AAKCP5140K1Z1	Prasiddhi solar Pvt ltd ,  No. 293 1st Floor, Bekkarle Complex,, Nagarbhavi 2nd Stage,	 Bangalore, Karnataka	560072
201	QRS Retail Limited	Kotayam	Kerala	Mr.C.Murugan ,Deepak P Anil : Office -	9847927449 ;  8606863722	deepakpanil@qrs.in ; anderson.kj@qrs.in	32AAACQ1665J1ZJ	Mr. Anderson, II/284, Visalatha, West Temple Road, 9446967853	 Kottayam,  Kerala 	686001
202	R J, Electricals	Bangalore 	Karnataka	Niranjan - 6360 671 683	 6360 671 683		29BMZPP8420K1Z0	R J, Electricals ,  No 2, Thirunaryana Iyengar Layout, Old Post Office Road, 7th Block ,, Jayanagar West - 	Bangalore	560070
203	Radiant Solar	Bangalore 	Karnataka	Mr . Arun Kumar	9845216865	radiantech@gmail.com		Radiant Technologies # 1274, 14th Cross, Indira Nagar, 2nd Stage  	Bangalore 	560038
204	Radianz Energy	Chennai 	Tamil Nadu	Mr. Seethram	9551293933	seetharaman@radianzenergy.com		Radianz Energy Pvt. Ltd., No. 26/77, II Floor, Dr. Ranga Road, Mylapore, 	Chennai, India.	 600 004
205	Radion Energy Pvt Ltd	Nagpur	Maharashtra	 Shubham Shiv Kumar Singh / Ankur	9834233053	info@radionenergy.com	07AAJCR5399F1ZW	S-557, School Block, Shakarpur, 	Delhi 	110092
206	Radius Solar World	Chennai 	Tamil Nadu	Z.Nadhi ul huq	8637451391	radiussolar@gmail.com	33AQRPN3262A3ZZ	Radius Solar World, M60, First Floor M Block, 9th Street, Anna Nagar East,	Chennai 	600102
207	Rajdeep Energies Pvt.Ltd	Hyderabad	Telangana	Mr. Murthy  / Mahesh	9848540264 / 77022 02384  	Powercontrol@rajdeep.co.in; Murthy@rajdeep.co.in	36AADCR3614F1ZN	Rajdeep Energies Pvt.Ltd ,  Sy. No.445&446, Medchal to Miyapur Bi-Pass Road,, Near Ayodhya Junction, Gowdavally ( V), Medchal (M), 	Hyderabad, Telangana	501 401
208	Rama Reflection India	Jodhpur	Rajasthan	Ram Jangid : 9099973475 ,9782041408	 9099973475 ,9782041408	ramareflectionindia@gmail.com	08BKRPB7338G1ZW	Rama Reflection India , No. 126,  Opp Rajasthan Hospital,  Banar Road, Jodhpur, 	Rajasthan 	342027
209	Ranganathan. V	Gingee 	Tamil Nadu	Ranganathan. V	9443243150	vrangz@yahoo.com	URP	Ranganathan. V,  No.216,Gandhi Bazar, Near Bus Stand,	Gingee, Villupuram Dist, Tamilnadu	604 202
210	Ravindra Solar energy	Belgaum	karnataka	Mr. Sumant Khot	9373679608	sumant.khot@ravindraenergy.com / raghuveer.kattimani@ravindraenergy.com		Mr. Sumant Khot ,Ravindra Solar energy ,Ravindra Energy Limited, BC 109, ,Davidson Road,  ,9373679608	Belgaum, Karnataka, India	590001
211	RBA Power Private Limited	Palladam 	Tamil Nadu	Mr. Manikandan	9840859335 / 9600074654.	cs@sbenergy.co.in	33AAHCR4102J1ZN	RBA Power Private Limited, Old No-165/4, New No 1/12A,Vengateshwara Nagar ,20th Cross Street, Ramapuram,	 Chennai, Tamilnadu	 600 089
212	Reecco Energy India Pvt ltd	Thodupuzha	Kerala	Baby Martin	9745697444	baby@reecco.com	32AAGCR3382K1Z8	No.IV/219,B4, Pala Road, Chunkam, Kolani P.O, Thodupuzha,	Kerala.	685608
213	Reena Apparels	Ludhiana	Punjab	Mr Jindal 	98153-50900/98152-50900	reenaapparels2011@gmail.com	03AEKPJ8885Q1ZK	Reena Apparels, No. 6-7, Anand Vihar,  Near Azad Nagar, Bahadur-Ke-Road, 	Ludhiana, Punjab	141008
214	REJI THOMAS	Adoor	Kerala	Reji Thomas	9633945836	rejioman@icloud.com	URP	REJI THOMAS ,  VADAKADATHU REJI VILLA, CHERUPUNCHA,, PERINGANADU. P . O, ADOOR,	 KERALA 	691551
215	Renergys Systems India Private Limited	Trivandram	Kerala	Mr.Arun - 9605322221	9605322221	"	Indiarenergy@gmail.com"	32AAGCR4791J1Z3	Renergys Systems India Private Limited ,  AP VI/683 ANUJTHENGU. P.O, 	Thiruvananthapuram	695309
216	Renq Power Solution	Cochin	Kerala	M.T. Thomas : 	7736060605	chacko@renq.co.in; thomasmt@renq.co.in	32AAGCR5649R1ZO	Renq Power Solution ,  xvII/222, College Road, Aruvithura PO, Kottayam ,	Kerala	686122
217	Ricans Green Pvt ltd	Gurugram		Mr. Samarth Agarwal	8510010565	samarth@ricans.in		#N/A		
218	Risto Solar	Pathadipalam,	Kerala	Mr. Ayob	7510237777	ceo@ristosolar.com		Ayob ,Risto Solar , 30/146 Anjikath, VMB Rd,  ,Changampuzha Nagar,  ,Pathadipalam, PO, 7510237777	 Kerala 	682033
219	Riveraa Computers	Trichy	Tamil Nadu	Muthu Kumaran	9842455119	riveraasunway@gmail.com>	33AEWPM9450L1ZP	No. 15A, 2nd Floor., Thillai Nagar Main Road,	 Trichy, Tamilnadu	620 018
220	Roop Solar	Chandigargh		Mr. Simran	9876941010	simranwalia9033@gmail.com		#N/A		
221	Raajratne Energy Holdings Pvt. Ltd.	Hyderabad	Telangana	Mr. Naresh	9177048881;  040-23559922-25	naresh.r@rehpl.co.in;  contactus@rehpl.co.in		#N/A		
222	Sachet Advisory Services Private Limited (Solars4u)	Ajmer	Rajasthan	Mr. Vishal                      	Mr. Vishal - 94140 15129                        	solars4u@gmail.com	08AAVCS0873K1ZL	Sachet Advisory Services Private Limited ,  E 4 Shastri Nagar Ajmer, 	Rajasthan 	305001
223	SACHINS IMPEX	NAVI MUMBAl	Maharashtra	Mr. Ranjit deshatwad	9168052641 /9821081528		27AAKFS6523J1ZT	SACHINS IMPEX ,  W - 350, T.T.C. INOUSTRIAL AREA,, MIDC RABALE, 	NAVI MUMBAl, Maharashtra	400701
224	Safe Tek Maintenance & Systems,	Trissur	Kerala	Mr. Joo Jacob	9946559415	joojacob@gmail.com	32AKDPJ8773G1Z3	Ponmanis Building, Chalakudy, Thrissur, 	Kerala	680307
225	SARA SOLAR ENERGY	Pune	Maharashtra	 Sachin Tule	7304089865 / 9637833899 / 9284241669	sarasolarenergy@gmail.com	27AFFPT7183R1ZC	SARA SOLAR ENERGY ,  Survey No 2, Omkar Building, Gaikwad Nagar, Dighi, 	Pune, Maharashtra	411015
226	Sauryakrupa Solar			Mr. Manoj	8275972166			#N/A		
227	Sauryouth Enterprises	Nazhik	Maharashtra	Ms Kshitija Ruikar	8855990916	enquiry@sauryouth.co.in	27APYPT4603F1ZE, 32AAHFE9958J1ZY	Ground Floor Adisha Appartment, Khanderao Colony,Near Arambh Clinic, Near Ramdass Garden,Canada Corner,	 Nashik Maharashtra	422009
